author,author_type,location,deal_type,accommodation_type,floors_count,rooms_count,total_meters,price,district,underground,price_per_meter,availability_underground
Whitewill,real_estate_agent,Москва,sale,flat,24,4,110.9,58500000.0,Тропарево-Никулино,Юго-Западная,527502,True
MR Group,developer,Москва,sale,flat,30,4,106.6,35824848.0,Покровское-Стрешнево,Тушинская,336068,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,17,4,200.3,288277199.0,Арбат,Смоленская,1439227,True
Intermark Real Estate,real_estate_agent,Москва,sale,flat,20,4,106.2,85000000.0,Хорошево-Мневники,Серебряный Бор,800377,True
Центр-Инвест,developer,Москва,sale,flat,9,4,141.4,116315357.0,Таганский,Китай-город,822598,True
PEOPLE,real_estate_agent,Москва,sale,flat,14,4,172.5,129000000.0,Пресненский,Краснопресненская,747826,True
А101,developer,Москва,sale,flat,22,4,83.3,18181974.0,Южное Бутово,Бунинская аллея,218271,True
ФСК,developer,Москва,sale,flat,8,4,133.0,139118000.0,Хорошево-Мневники,Хорошёво,1046000,True
TimeProperty,real_estate_agent,Москва,sale,flat,14,4,118.0,68999999.0,Филевский парк,Фили,584746,True
MR Group,developer,Москва,sale,flat,29,4,101.4,30960989.0,Южнопортовый,Дубровка,305335,True
Forma,developer,Москва,sale,flat,29,4,111.4,44817111.0,Печатники,Нагатинский Затон,402308,True
Contact Real Estate,real_estate_agent,Москва,sale,flat,21,4,141.0,190000000.0,Пресненский,Улица 1905 года,1347518,True
ALVO Group,real_estate_agent,Москва,sale,flat,17,4,115.0,37000000.0,Тропарево-Никулино,Озёрная,321739,True
Monumental Group,real_estate_agent,Москва,sale,flat,8,4,160.0,135000000.0,Мещанский,Цветной бульвар,843750,True
Hutton Development,developer,Москва,sale,flat,6,4,240.0,528000000.0,Якиманка,Новокузнецкая,2200000,True
Sminex,developer,Москва,sale,flat,22,4,163.6,177030000.0,Пресненский,Улица 1905 года,1082090,True
Whitewill,real_estate_agent,Москва,sale,flat,7,4,150.0,226130000.0,Пресненский,Арбатская,1507533,True
КОРТРОС,developer,Москва,sale,flat,41,4,88.97,46887190.0,Пресненский,Шелепиха,527000,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,7,4,161.6,265500000.0,Арбат,Арбатская,1642946,True
ФСК,developer,Москва,sale,flat,52,4,86.9,50358550.0,Хорошевский,not available,579500,False
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,11,4,129.1,65000000.0,Раменки,Раменки,503486,True
Whitewill,real_estate_agent,Москва,sale,flat,7,4,165.7,109900000.0,Арбат,Смоленская,663247,True
КОРТРОС,developer,Москва,sale,flat,24,4,101.46,42613200.0,Останкинский,Алексеевская,420000,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,9,4,130.0,205000000.0,Хамовники,Киевская,1576923,True
PEOPLE,real_estate_agent,Москва,sale,flat,9,4,287.0,350000000.0,Хамовники,Киевская,1219512,True
Tekta Group,developer,Москва,sale,flat,34,4,95.2,48542480.0,Обручевский,Калужская,509900,True
Whitewill,real_estate_agent,Москва,sale,flat,19,4,125.0,125900000.0,Беговой,Динамо,1007200,True
Киноцентр,developer,Москва,sale,flat,20,4,160.5,152539200.0,Пресненский,Краснопресненская,950400,True
Whitewill,real_estate_agent,Москва,sale,flat,53,4,165.0,134529359.0,Раменки,Ломоносовский проспект,815329,True
Основа,developer,Москва,sale,flat,31,4,90.7,41313850.0,Марфино,Владыкино,455500,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,4,167.5,157500000.0,Раменки,Минская,940299,True
Основа,developer,Москва,sale,flat,31,4,111.3,48415500.0,Марфино,Улица Милашенкова,435000,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,55,4,108.36,50000000.0,Марьина роща,Марьина Роща,461425,True
Киноцентр,developer,Москва,sale,flat,20,4,179.8,169101900.0,Пресненский,Краснопресненская,940500,True
Whitewill,real_estate_agent,Москва,sale,flat,20,4,96.0,60900000.0,Замоскворечье,Павелецкая,634375,True
Главстрой,developer,Москва,sale,flat,7,4,146.7,102484941.0,Филевский парк,Фили,698602,True
Kalinka Group,real_estate_agent,Москва,sale,flat,7,4,161.6,265500000.0,Арбат,Арбатская,1642946,True
КОРТРОС,developer,Москва,sale,flat,41,4,105.96,60397200.0,Пресненский,Шелепиха,570000,True
Tekta Group,developer,Москва,sale,flat,27,4,83.7,42293610.0,Даниловский,Крестьянская застава,505300,True
Whitewill,real_estate_agent,Москва,sale,flat,6,4,185.0,178000000.0,Тверской,Пушкинская,962162,True
VESPER,developer,Москва,sale,flat,9,1,57.6,117936000.0,Тверской,Маяковская,2047500,True
VESPER,developer,Москва,sale,flat,21,1,65.9,82172522.0,Пресненский,Улица 1905 года,1246927,True
Главстрой,developer,Москва,sale,flat,16,1,45.0,23274675.0,Филевский парк,Фили,517215,True
Галс-Девелопмент,developer,Москва,sale,flat,27,1,45.7,21798900.0,Басманный,Бауманская,477000,True
White and Broughton,real_estate_agent,Москва,sale,flat,40,1,41.5,32000000.0,Хорошевский,ЦСКА,771084,True
MR Group,developer,Москва,sale,flat,54,1,38.99,19328123.0,Савеловский,Дмитровская,495720,True
White and Broughton,real_estate_agent,Москва,sale,flat,41,1,41.5,31000000.0,Хорошевский,Аэропорт,746988,True
Галс-Девелопмент,developer,Москва,sale,flat,6,1,50.2,57228000.0,Замоскворечье,Новокузнецкая,1140000,True
ID 123093949,homeowner,Москва,sale,flat,17,1,37.9,9800000.0,Рязанский,Окская,258575,True
Среда,developer,Москва,sale,flat,13,1,35.3,14768813.0,Очаково-Матвеевское,Аминьевская,418380,True
PROНЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,12,1,33.5,8000000.0,Чертаново Южное,Улица Академика Янгеля,238806,True
ID 123328834,homeowner,Москва,sale,flat,14,1,36.0,13700000.0,Перово,Новогиреево,380556,True
ХОРЕКА ИНВЕСТ,real_estate_agent,Москва,sale,flat,4,1,20.0,8200000.0,Даниловский,Тульская,410000,True
Этажи Москва,real_estate_agent,Москва,sale,flat,8,1,25.9,9990000.0,Аэропорт,Красный Балтиец,385714,True
One Moscow,real_estate_agent,Москва,sale,flat,27,1,47.1,21999000.0,Нагорный,Нагорная,467070,True
One Moscow,real_estate_agent,Москва,sale,flat,20,1,76.13,32164925.0,Даниловский,Тульская,422500,True
Contact Real Estate,real_estate_agent,Москва,sale,flat,5,1,46.3,41670000.0,Замоскворечье,Новокузнецкая,900000,True
Юлия Полянина,realtor,Москва,sale,flat,24,1,37.8,13390000.0,Митино,Пятницкое шоссе,354233,True
ЕСН,real_estate_agent,Москва,sale,flat,8,1,44.0,19450000.0,Даниловский,Автозаводская,442045,True
ЕСН,real_estate_agent,Москва,sale,flat,37,1,41.9,19500000.0,Останкинский,Алексеевская,465394,True
ЕСН,real_estate_agent,Москва,sale,flat,28,1,45.1,21059000.0,Даниловский,ЗИЛ,466940,True
Колди,developer,Москва,sale,flat,21,1,30.09,9051950.0,Нижегородский,Калитники,300829,True
TimeProperty,real_estate_agent,Москва,sale,flat,21,1,36.5,17500000.0,Головинский,Водный стадион,479452,True
На Петровке,real_estate_agent,Москва,sale,flat,9,1,34.0,9499000.0,Печатники,Люблино,279382,True
St Michael,developer,Москва,sale,flat,21,1,38.3,18761900.0,Хорошевский,Зорге,489867,True
Whitewill,real_estate_agent,Москва,sale,flat,42,1,41.0,25000000.0,Котловка,Крымская,609756,True
Метражи group,real_estate_agent,Москва,sale,flat,7,1,34.6,9000000.0,Северное Измайлово,Щёлковская,260116,True
AFI Development,developer,Москва,sale,flat,25,1,42.6,23130778.0,Обручевский,Воронцовская,542976,True
Павел Михайлов,realtor,Москва,sale,flat,13,1,41.1,19950000.0,Даниловский,ЗИЛ,485401,True
Денис Циликин,realtor,Москва,sale,flat,12,1,40.0,10299999.0,Южное Медведково,Свиблово,257500,True
Основа,developer,Москва,sale,flat,29,1,30.1,12837650.0,Черемушки,Новые Черёмушки,426500,True
CENTURY 21 Столичная недвижимость,real_estate_agent,Москва,sale,flat,23,1,39.7,13500000.0,Солнцево,Говорово,340050,True
ДомДау,developer,Москва,sale,flat,85,1,50.71,41304838.0,Пресненский,not available,814530,False
Life Style,real_estate_agent,Москва,sale,flat,22,1,40.0,16500000.0,Кунцево,Молодёжная,412500,True
Мангазея,developer,Москва,sale,flat,12,1,38.5,19149900.0,Левобережный,Беломорская,497400,True
Этажи Москва,real_estate_agent,Москва,sale,flat,4,1,32.4,9100000.0,Капотня,Люблино,280864,True
ФСК,developer,Москва,sale,flat,47,1,34.3,20360480.0,Обручевский,Калужская,593600,True
Homeapp,real_estate_agent,Москва,sale,flat,17,1,40.0,11300000.0,Гольяново,Щёлковская,282500,True
ФСК,developer,Москва,sale,flat,29,1,34.6,19958664.0,Нагатино-Садовники,Нагатинская,576840,True
Группа Аквилон,developer,Москва,sale,flat,23,1,33.5,17947847.0,Хорошевский,Зорге,535757,True
Whitewill,real_estate_agent,Москва,sale,flat,29,1,57.9,33900000.0,Филевский парк,Фили,585492,True
BERI,real_estate_agent,Москва,sale,flat,9,1,36.8,17810000.0,Хорошевский,Полежаевская,483967,True
ЕСН,real_estate_agent,Москва,sale,flat,6,1,29.0,10990000.0,Измайлово,Измайловская,378966,True
Sminex,developer,Москва,sale,flat,8,1,65.1,189050000.0,Якиманка,Полянка,2903994,True
ЕСН,real_estate_agent,Москва,sale,flat,9,1,31.0,11300000.0,Зюзино,Каховская,364516,True
Стадион Спартак,developer,Москва,sale,flat,22,1,41.6,28907840.0,Покровское-Стрешнево,Спартак,694900,True
Главстрой,developer,Москва,sale,flat,8,1,49.2,26071080.0,Котловка,Профсоюзная,529900,True
Этажи Москва,real_estate_agent,Москва,sale,flat,17,1,35.6,12000000.0,Ново-Переделкино,Новопеределкино,337079,True
FORMA,developer,Москва,sale,flat,33,1,47.49,44251182.0,Пресненский,Белорусская,931800,True
ЕСН,real_estate_agent,Москва,sale,flat,25,1,33.0,12900000.0,Нижегородский,Нижегородская,390909,True
Аеон-Девелопмент,developer,Москва,sale,flat,46,1,47.8,46527099.0,Дорогомилово,Фили,973370,True
EstateLiga,real_estate_agent,Москва,sale,flat,13,1,35.0,13000000.0,Солнцево,Солнцево,371429,True
Главстрой,developer,Москва,sale,flat,35,1,43.42,25457580.0,Котловка,Профсоюзная,586310,True
Этажи Москва,real_estate_agent,Москва,sale,flat,9,1,32.0,13500000.0,Ломоносовский,Новаторская,421875,True
MR Group,developer,Москва,sale,flat,29,1,45.5,19103789.0,Южнопортовый,Дубровка,419863,True
